,time,source,destination,protocol,length,source_port,destination_port,request_method,response_code,request_uri,data,user_agent,response_phrase,content_type,content_length
17,1720698854.294198000,192.168.56.101,192.168.56.102,HTTP,491,80,49679,,404,,"<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN""> <html><head> <title>404 Not Found</title> </head><body> <h1>Not Found</h1> <p>The requested URL was not found on this server.</p> <hr> <address>Apache/2.4.59 (Debian) Server at 192.168.56.101 Port 80</address> </body></html> ",,,text/html; charset=iso-8859-1,276.0
18,1720698854.338219000,192.168.56.102,192.168.56.101,TCP,54,49679,80,,,,,,,,
19,1720698859.297109000,192.168.56.101,192.168.56.102,TCP,60,80,49679,,,,,,,,
20,1720698859.297150000,192.168.56.102,192.168.56.101,TCP,54,49679,80,,,,,,,,
21,1720698874.301909000,192.168.56.102,192.168.56.101,TCP,55,49679,80,,,,,,,,
22,1720698874.302169000,192.168.56.101,192.168.56.102,TCP,60,80,49679,,,,,,,,
23,1720698882.936003000,192.168.56.102,224.0.0.251,UDP,77,5353,5353,,,,,,,,
24,1720698882.936622000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,97,5353,5353,,,,,,,,
25,1720698882.956579000,192.168.56.102,224.0.0.251,UDP,85,5353,5353,,,,,,,,
26,1720698882.956886000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,105,5353,5353,,,,,,,,
27,1720698883.939801000,192.168.56.102,224.0.0.251,UDP,77,5353,5353,,,,,,,,
28,1720698883.940243000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,97,5353,5353,,,,,,,,
29,1720698883.955650000,192.168.56.102,224.0.0.251,UDP,85,5353,5353,,,,,,,,
30,1720698883.955884000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,105,5353,5353,,,,,,,,
31,1720698884.293713000,192.168.56.102,192.168.56.101,TCP,54,49679,80,,,,,,,,
32,1720698884.294020000,192.168.56.101,192.168.56.102,TCP,60,80,49679,,,,,,,,
33,1720698895.296050000,192.168.56.102,192.168.56.101,TCP,55,49675,80,,,,,,,,
34,1720698895.296324000,192.168.56.101,192.168.56.102,TCP,60,80,49675,,,,,,,,
35,1720698900.338503000,0,0,,60,0,0,,,,,,,,
36,1720698900.338528000,0,0,,42,0,0,,,,,,,,
37,1720698914.313353000,192.168.56.102,192.168.56.101,HTTPS,66,49680,443,,,,,,,,
38,1720698914.313614000,192.168.56.101,192.168.56.102,HTTPS,60,443,49680,,,,,,,,
39,1720698914.821347000,192.168.56.102,192.168.56.101,HTTPS,66,49680,443,,,,,,,,
40,1720698914.821648000,192.168.56.101,192.168.56.102,HTTPS,60,443,49680,,,,,,,,
41,1720698915.326408000,192.168.56.102,192.168.56.101,HTTPS,66,49680,443,,,,,,,,
42,1720698915.326693000,192.168.56.101,192.168.56.102,HTTPS,60,443,49680,,,,,,,,
43,1720698915.838772000,192.168.56.102,192.168.56.101,HTTPS,66,49680,443,,,,,,,,
44,1720698915.839098000,192.168.56.101,192.168.56.102,HTTPS,60,443,49680,,,,,,,,
45,1720698916.354798000,192.168.56.102,192.168.56.101,HTTPS,66,49680,443,,,,,,,,
46,1720698916.355110000,192.168.56.101,192.168.56.102,HTTPS,60,443,49680,,,,,,,,
47,1720698916.358572000,192.168.56.102,192.168.56.101,TCP,66,49681,80,,,,,,,,
48,1720698916.358773000,192.168.56.101,192.168.56.102,TCP,66,80,49681,,,,,,,,
49,1720698916.358831000,192.168.56.102,192.168.56.101,TCP,54,49681,80,,,,,,,,
50,1720698916.359160000,192.168.56.102,192.168.56.101,HTTP,1520,49681,80,POST,,/actions/samples.html?xj=42345198&y=7236q0586,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,1176.0
51,1720698916.359375000,192.168.56.101,192.168.56.102,TCP,60,80,49681,,,,,,,,
52,1720698916.383276000,192.168.56.101,192.168.56.102,HTTP,770,80,49681,,200,,�,,,application/x-gzip,486.0
53,1720698916.383650000,192.168.56.102,192.168.56.101,TCP,54,49681,80,,,,,,,,
54,1720698916.383892000,192.168.56.101,192.168.56.102,TCP,60,80,49681,,,,,,,,
55,1720698916.383927000,192.168.56.102,192.168.56.101,TCP,54,49681,80,,,,,,,,
56,1720698916.384043000,192.168.56.102,192.168.56.101,TCP,66,49682,80,,,,,,,,
57,1720698916.384175000,192.168.56.101,192.168.56.102,TCP,66,80,49682,,,,,,,,
58,1720698916.384207000,192.168.56.102,192.168.56.101,TCP,54,49682,80,,,,,,,,
59,1720698916.384351000,192.168.56.102,192.168.56.101,HTTP,535,49682,80,GET,,/bundle/jquery.js?o=31361927,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
60,1720698916.384495000,192.168.56.101,192.168.56.102,TCP,60,80,49682,,,,,,,,
61,1720698916.388084000,192.168.56.102,192.168.56.101,TCP,66,49683,80,,,,,,,,
62,1720698916.388249000,192.168.56.101,192.168.56.102,TCP,66,80,49683,,,,,,,,
63,1720698916.388273000,192.168.56.102,192.168.56.101,TCP,54,49683,80,,,,,,,,
64,1720698916.388379000,192.168.56.102,192.168.56.101,HTTP,3833,49683,80,POST,,/login.php?z=74707913,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,3460.0
65,1720698916.388537000,192.168.56.101,192.168.56.102,TCP,60,80,49683,,,,,,,,
66,1720698916.389225000,192.168.56.101,192.168.56.102,HTTP,135,80,49683,,202,,,,,,0.0
67,1720698916.402313000,192.168.56.102,192.168.56.101,TCP,54,49683,80,,,,,,,,
68,1720698916.402526000,192.168.56.101,192.168.56.102,TCP,60,80,49683,,,,,,,,
69,1720698916.402546000,192.168.56.102,192.168.56.101,TCP,54,49683,80,,,,,,,,
70,1720698918.268012000,192.168.56.101,192.168.56.102,HTTP,118,80,49682,,204,,,,,,
71,1720698918.268419000,192.168.56.102,192.168.56.101,HTTP,532,49682,80,GET,,/bootstrap.js?o=82l267777,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
72,1720698918.268705000,192.168.56.101,192.168.56.102,TCP,60,80,49682,,,,,,,,
73,1720698921.156012000,192.168.56.101,192.168.56.102,HTTP,118,80,49682,,204,,,,,,
74,1720698921.156283000,192.168.56.102,192.168.56.101,TCP,54,49682,80,,,,,,,,
75,1720698921.156640000,192.168.56.101,192.168.56.102,TCP,60,80,49682,,,,,,,,
76,1720698921.156671000,192.168.56.102,192.168.56.101,TCP,54,49682,80,,,,,,,,
77,1720698921.156718000,192.168.56.102,192.168.56.101,TCP,66,49684,80,,,,,,,,
78,1720698921.156902000,192.168.56.101,192.168.56.102,TCP,66,80,49684,,,,,,,,
79,1720698921.156935000,192.168.56.102,192.168.56.101,TCP,54,49684,80,,,,,,,,
80,1720698921.157142000,192.168.56.102,192.168.56.101,HTTP,530,49684,80,GET,,/script.js?c=5x175c5158,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
81,1720698921.157361000,192.168.56.101,192.168.56.102,TCP,60,80,49684,,,,,,,,
82,1720698923.776750000,192.168.56.101,192.168.56.102,HTTP,118,80,49684,,204,,,,,,
83,1720698923.777041000,192.168.56.102,192.168.56.101,TCP,54,49684,80,,,,,,,,
84,1720698923.777254000,192.168.56.101,192.168.56.102,TCP,60,80,49684,,,,,,,,
85,1720698923.777273000,192.168.56.102,192.168.56.101,TCP,54,49684,80,,,,,,,,
86,1720698923.777293000,192.168.56.102,192.168.56.101,TCP,66,49685,80,,,,,,,,
87,1720698923.777459000,192.168.56.101,192.168.56.102,TCP,66,80,49685,,,,,,,,
88,1720698923.777503000,192.168.56.102,192.168.56.101,TCP,54,49685,80,,,,,,,,
89,1720698923.777611000,192.168.56.102,192.168.56.101,HTTP,537,49685,80,GET,,/bootstrap.min.js?u=295406hx30,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
90,1720698923.777781000,192.168.56.101,192.168.56.102,TCP,60,80,49685,,,,,,,,
91,1720698926.210338000,192.168.56.101,192.168.56.102,HTTP,118,80,49685,,204,,,,,,
92,1720698926.210631000,192.168.56.102,192.168.56.101,TCP,54,49685,80,,,,,,,,
93,1720698926.210896000,192.168.56.102,192.168.56.101,TCP,66,49686,80,,,,,,,,
94,1720698926.210918000,192.168.56.101,192.168.56.102,TCP,60,80,49685,,,,,,,,
95,1720698926.210947000,192.168.56.102,192.168.56.101,TCP,54,49685,80,,,,,,,,
96,1720698926.211075000,192.168.56.101,192.168.56.102,TCP,66,80,49686,,,,,,,,
97,1720698926.211105000,192.168.56.102,192.168.56.101,TCP,54,49686,80,,,,,,,,
98,1720698926.211282000,192.168.56.102,192.168.56.101,HTTP,536,49686,80,GET,,/assets/script.js?o=2186v7422,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
99,1720698926.211455000,192.168.56.101,192.168.56.102,TCP,60,80,49686,,,,,,,,
100,1720698929.144477000,192.168.56.101,192.168.56.102,HTTP,118,80,49686,,204,,,,,,
101,1720698929.144748000,192.168.56.102,192.168.56.101,TCP,54,49686,80,,,,,,,,
102,1720698929.145097000,192.168.56.102,192.168.56.101,TCP,66,49687,80,,,,,,,,
103,1720698929.145142000,192.168.56.101,192.168.56.102,TCP,60,80,49686,,,,,,,,
104,1720698929.145163000,192.168.56.102,192.168.56.101,TCP,54,49686,80,,,,,,,,
105,1720698929.145412000,192.168.56.101,192.168.56.102,TCP,66,80,49687,,,,,,,,
106,1720698929.145464000,192.168.56.102,192.168.56.101,TCP,54,49687,80,,,,,,,,
107,1720698929.145708000,192.168.56.102,192.168.56.101,HTTP,542,49687,80,GET,,/assets/bootstrap.min.js?r=34746942,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
108,1720698929.146030000,192.168.56.101,192.168.56.102,TCP,60,80,49687,,,,,,,,
109,1720698931.868127000,192.168.56.101,192.168.56.102,HTTP,118,80,49687,,204,,,,,,
110,1720698931.868432000,192.168.56.102,192.168.56.101,HTTP,543,49687,80,GET,,/bundle/bootstrap.min.js?x=5337228n7,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
111,1720698931.868684000,192.168.56.101,192.168.56.102,TCP,60,80,49687,,,,,,,,
112,1720698934.643837000,192.168.56.101,192.168.56.102,HTTP,118,80,49687,,204,,,,,,
113,1720698934.644165000,192.168.56.102,192.168.56.101,TCP,54,49687,80,,,,,,,,
114,1720698934.644467000,192.168.56.102,192.168.56.101,TCP,66,49688,80,,,,,,,,
115,1720698934.644534000,192.168.56.101,192.168.56.102,TCP,60,80,49687,,,,,,,,
116,1720698934.644581000,192.168.56.102,192.168.56.101,TCP,54,49687,80,,,,,,,,
117,1720698934.644721000,192.168.56.101,192.168.56.102,TCP,66,80,49688,,,,,,,,
118,1720698934.644780000,192.168.56.102,192.168.56.101,TCP,54,49688,80,,,,,,,,
119,1720698934.645068000,192.168.56.102,192.168.56.101,HTTP,534,49688,80,GET,,/assets/jquery.js?v=5913563,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
120,1720698934.645320000,192.168.56.101,192.168.56.102,TCP,60,80,49688,,,,,,,,
121,1720698936.427166000,192.168.56.101,192.168.56.102,HTTP,118,80,49688,,204,,,,,,
122,1720698936.427526000,192.168.56.102,192.168.56.101,TCP,54,49688,80,,,,,,,,
123,1720698936.427767000,192.168.56.102,192.168.56.101,TCP,66,49689,80,,,,,,,,
124,1720698936.427835000,192.168.56.101,192.168.56.102,TCP,60,80,49688,,,,,,,,
125,1720698936.427872000,192.168.56.102,192.168.56.101,TCP,54,49688,80,,,,,,,,
126,1720698936.428005000,192.168.56.101,192.168.56.102,TCP,66,80,49689,,,,,,,,
127,1720698936.428056000,192.168.56.102,192.168.56.101,TCP,54,49689,80,,,,,,,,
128,1720698936.428189000,192.168.56.102,192.168.56.101,HTTP,532,49689,80,GET,,/backbone.js?y=n100775793,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
129,1720698936.428450000,192.168.56.101,192.168.56.102,TCP,60,80,49689,,,,,,,,
130,1720698939.067296000,192.168.56.101,192.168.56.102,HTTP,118,80,49689,,204,,,,,,
131,1720698939.067560000,192.168.56.102,192.168.56.101,TCP,54,49689,80,,,,,,,,
132,1720698939.067821000,192.168.56.102,192.168.56.101,TCP,66,49690,80,,,,,,,,
133,1720698939.067896000,192.168.56.101,192.168.56.102,TCP,60,80,49689,,,,,,,,
134,1720698939.067917000,192.168.56.102,192.168.56.101,TCP,54,49689,80,,,,,,,,
135,1720698939.068109000,192.168.56.101,192.168.56.102,TCP,66,80,49690,,,,,,,,
136,1720698939.068280000,192.168.56.102,192.168.56.101,TCP,54,49690,80,,,,,,,,
137,1720698939.068441000,192.168.56.102,192.168.56.101,HTTP,536,49690,80,GET,,/assets/script.js?r=87v112867,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
138,1720698939.068624000,192.168.56.101,192.168.56.102,TCP,60,80,49690,,,,,,,,
139,1720698941.370039000,192.168.56.101,192.168.56.102,HTTP,118,80,49690,,204,,,,,,
140,1720698941.370270000,192.168.56.102,192.168.56.101,TCP,54,49690,80,,,,,,,,
141,1720698941.370601000,192.168.56.102,192.168.56.101,TCP,66,49691,80,,,,,,,,
142,1720698941.370614000,192.168.56.101,192.168.56.102,TCP,60,80,49690,,,,,,,,
143,1720698941.370641000,192.168.56.102,192.168.56.101,TCP,54,49690,80,,,,,,,,
144,1720698941.370878000,192.168.56.101,192.168.56.102,TCP,66,80,49691,,,,,,,,
145,1720698941.370921000,192.168.56.102,192.168.56.101,TCP,54,49691,80,,,,,,,,
146,1720698941.371245000,192.168.56.102,192.168.56.101,HTTP,539,49691,80,GET,,/assets/backbone.js?k=37l16587u0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
147,1720698941.371513000,192.168.56.101,192.168.56.102,TCP,60,80,49691,,,,,,,,
148,1720698943.600907000,192.168.56.101,192.168.56.102,HTTP,118,80,49691,,204,,,,,,
149,1720698943.601172000,192.168.56.102,192.168.56.101,TCP,54,49691,80,,,,,,,,
150,1720698943.601425000,192.168.56.102,192.168.56.101,TCP,66,49692,80,,,,,,,,
151,1720698943.601515000,192.168.56.101,192.168.56.102,TCP,60,80,49691,,,,,,,,
152,1720698943.601545000,192.168.56.102,192.168.56.101,TCP,54,49691,80,,,,,,,,
153,1720698943.601712000,192.168.56.101,192.168.56.102,TCP,66,80,49692,,,,,,,,
154,1720698943.601751000,192.168.56.102,192.168.56.101,TCP,54,49692,80,,,,,,,,
155,1720698943.601928000,192.168.56.102,192.168.56.101,HTTP,535,49692,80,GET,,/bundle/script.js?g=26703724,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
156,1720698943.602155000,192.168.56.101,192.168.56.102,TCP,60,80,49692,,,,,,,,
157,1720698945.021148000,192.168.56.101,192.168.56.102,HTTP,118,80,49692,,204,,,,,,
158,1720698945.021669000,192.168.56.102,192.168.56.101,HTTP,527,49692,80,GET,,/route.js?x=33683968,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
159,1720698945.021981000,192.168.56.101,192.168.56.102,TCP,60,80,49692,,,,,,,,
160,1720698948.019019000,192.168.56.101,192.168.56.102,HTTP,118,80,49692,,204,,,,,,
161,1720698948.019285000,192.168.56.102,192.168.56.101,TCP,54,49692,80,,,,,,,,
162,1720698948.019526000,192.168.56.101,192.168.56.102,TCP,60,80,49692,,,,,,,,
163,1720698948.019537000,192.168.56.102,192.168.56.101,TCP,66,49693,80,,,,,,,,
164,1720698948.019547000,192.168.56.102,192.168.56.101,TCP,54,49692,80,,,,,,,,
165,1720698948.019726000,192.168.56.101,192.168.56.102,TCP,66,80,49693,,,,,,,,
166,1720698948.019783000,192.168.56.102,192.168.56.101,TCP,54,49693,80,,,,,,,,
167,1720698948.019920000,192.168.56.102,192.168.56.101,HTTP,527,49693,80,GET,,/email.js?w=32539320,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
168,1720698948.020117000,192.168.56.101,192.168.56.102,TCP,60,80,49693,,,,,,,,
169,1720698949.575032000,192.168.56.101,192.168.56.102,HTTP,118,80,49693,,204,,,,,,
170,1720698949.575333000,192.168.56.102,192.168.56.101,TCP,54,49693,80,,,,,,,,
171,1720698949.575631000,192.168.56.101,192.168.56.102,TCP,60,80,49693,,,,,,,,
172,1720698949.575645000,192.168.56.102,192.168.56.101,TCP,66,49694,80,,,,,,,,
173,1720698949.575664000,192.168.56.102,192.168.56.101,TCP,54,49693,80,,,,,,,,
174,1720698949.575808000,192.168.56.101,192.168.56.102,TCP,66,80,49694,,,,,,,,
175,1720698949.575863000,192.168.56.102,192.168.56.101,TCP,54,49694,80,,,,,,,,
176,1720698949.576177000,192.168.56.102,192.168.56.101,HTTP,529,49694,80,GET,,/script.js?a=380002l03,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
177,1720698949.576362000,192.168.56.101,192.168.56.102,TCP,60,80,49694,,,,,,,,
178,1720698952.453931000,192.168.56.101,192.168.56.102,HTTP,118,80,49694,,204,,,,,,
179,1720698952.454195000,192.168.56.102,192.168.56.101,TCP,54,49694,80,,,,,,,,
180,1720698952.454455000,192.168.56.101,192.168.56.102,TCP,60,80,49694,,,,,,,,
181,1720698952.454477000,192.168.56.102,192.168.56.101,TCP,54,49694,80,,,,,,,,
182,1720698952.454585000,192.168.56.102,192.168.56.101,TCP,66,49695,80,,,,,,,,
183,1720698952.454754000,192.168.56.101,192.168.56.102,TCP,66,80,49695,,,,,,,,
184,1720698952.454797000,192.168.56.102,192.168.56.101,TCP,54,49695,80,,,,,,,,
185,1720698952.454951000,192.168.56.102,192.168.56.101,HTTP,530,49695,80,GET,,/script.js?d=8q33q23145,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
186,1720698952.455128000,192.168.56.101,192.168.56.102,TCP,60,80,49695,,,,,,,,
187,1720698954.255590000,192.168.56.101,192.168.56.102,HTTP,118,80,49695,,204,,,,,,
188,1720698954.255942000,192.168.56.102,192.168.56.101,HTTP,532,49695,80,GET,,/bootstrap.js?w=2510q1190,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
189,1720698954.256144000,192.168.56.101,192.168.56.102,TCP,60,80,49695,,,,,,,,
190,1720698956.166695000,192.168.56.101,192.168.56.102,HTTP,118,80,49695,,204,,,,,,
191,1720698956.167073000,192.168.56.102,192.168.56.101,TCP,54,49695,80,,,,,,,,
192,1720698956.167385000,192.168.56.101,192.168.56.102,TCP,60,80,49695,,,,,,,,
193,1720698956.167404000,192.168.56.102,192.168.56.101,TCP,54,49695,80,,,,,,,,
194,1720698956.167406000,192.168.56.102,192.168.56.101,TCP,66,49696,80,,,,,,,,
195,1720698956.167588000,192.168.56.101,192.168.56.102,TCP,66,80,49696,,,,,,,,
196,1720698956.167631000,192.168.56.102,192.168.56.101,TCP,54,49696,80,,,,,,,,
197,1720698956.167768000,192.168.56.102,192.168.56.101,HTTP,542,49696,80,GET,,/assets/bootstrap.min.js?h=99420304,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
198,1720698956.167970000,192.168.56.101,192.168.56.102,TCP,60,80,49696,,,,,,,,
199,1720698957.664079000,192.168.56.101,192.168.56.102,HTTP,118,80,49696,,204,,,,,,
200,1720698957.664346000,192.168.56.102,192.168.56.101,TCP,54,49696,80,,,,,,,,
201,1720698957.664606000,192.168.56.102,192.168.56.101,TCP,66,49697,80,,,,,,,,
202,1720698957.664644000,192.168.56.101,192.168.56.102,TCP,60,80,49696,,,,,,,,
203,1720698957.664673000,192.168.56.102,192.168.56.101,TCP,54,49696,80,,,,,,,,
204,1720698957.664834000,192.168.56.101,192.168.56.102,TCP,66,80,49697,,,,,,,,
205,1720698957.664879000,192.168.56.102,192.168.56.101,TCP,54,49697,80,,,,,,,,
206,1720698957.665038000,192.168.56.102,192.168.56.101,HTTP,532,49697,80,GET,,/bootstrap.js?s=4o6726906,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
207,1720698957.665277000,192.168.56.101,192.168.56.102,TCP,60,80,49697,,,,,,,,
208,1720698960.341426000,192.168.56.101,192.168.56.102,HTTP,118,80,49697,,204,,,,,,
209,1720698960.341686000,192.168.56.102,192.168.56.101,TCP,54,49697,80,,,,,,,,
210,1720698960.341935000,192.168.56.102,192.168.56.101,TCP,66,49698,80,,,,,,,,
211,1720698960.341946000,192.168.56.101,192.168.56.102,TCP,60,80,49697,,,,,,,,
212,1720698960.341976000,192.168.56.102,192.168.56.101,TCP,54,49697,80,,,,,,,,
213,1720698960.342150000,192.168.56.101,192.168.56.102,TCP,66,80,49698,,,,,,,,
214,1720698960.342311000,192.168.56.102,192.168.56.101,TCP,54,49698,80,,,,,,,,
215,1720698960.342574000,192.168.56.102,192.168.56.101,HTTP,536,49698,80,GET,,/assets/jquery.js?b=5943206e7,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
216,1720698960.342738000,192.168.56.101,192.168.56.102,TCP,60,80,49698,,,,,,,,
217,1720698962.749057000,192.168.56.102,239.255.255.250,UDP,217,51526,1900,,,,,,,,
218,1720698963.069047000,192.168.56.101,192.168.56.102,HTTP,118,80,49698,,204,,,,,,
219,1720698963.069432000,192.168.56.102,192.168.56.101,HTTP,539,49698,80,GET,,/assets/bootstrap.js?i=968w14205,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
220,1720698963.069680000,192.168.56.101,192.168.56.102,TCP,60,80,49698,,,,,,,,
221,1720698963.757487000,192.168.56.102,239.255.255.250,UDP,217,51526,1900,,,,,,,,
222,1720698964.552991000,192.168.56.101,192.168.56.102,HTTP,118,80,49698,,204,,,,,,
223,1720698964.553384000,192.168.56.102,192.168.56.101,HTTP,534,49698,80,GET,,/assets/email.js?a=38183182,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
224,1720698964.553694000,192.168.56.101,192.168.56.102,TCP,60,80,49698,,,,,,,,
225,1720698964.761622000,192.168.56.102,239.255.255.250,UDP,217,51526,1900,,,,,,,,
226,1720698965.773599000,192.168.56.102,239.255.255.250,UDP,217,51526,1900,,,,,,,,
227,1720698967.424236000,192.168.56.101,192.168.56.102,HTTP,118,80,49698,,204,,,,,,
228,1720698967.424485000,192.168.56.102,192.168.56.101,TCP,54,49698,80,,,,,,,,
229,1720698967.424760000,192.168.56.102,192.168.56.101,TCP,66,49699,80,,,,,,,,
230,1720698967.424768000,192.168.56.101,192.168.56.102,TCP,60,80,49698,,,,,,,,
231,1720698967.424798000,192.168.56.102,192.168.56.101,TCP,54,49698,80,,,,,,,,
232,1720698967.424981000,192.168.56.101,192.168.56.102,TCP,66,80,49699,,,,,,,,
233,1720698967.425029000,192.168.56.102,192.168.56.101,TCP,54,49699,80,,,,,,,,
234,1720698967.425275000,192.168.56.102,192.168.56.101,HTTP,539,49699,80,GET,,/bundle/bootstrap.js?v=596p94728,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.2489.967 Safari/537.36",,,
235,1720698967.425475000,192.168.56.101,192.168.56.102,TCP,60,80,49699,,,,,,,,
236,1720698967.737330000,192.168.56.101,192.168.56.102,HTTP,396,80,49699,,200,,d3723c7057235b9af331f3c695c8b1c9d2db811e56099371b6fdc2c09166178569db6a4b9244b0565f90dd27881af35564cdf9941d8b794a7a23504da986b7ce379f3e9db701a8d15cb1f34f0e9fa56dd53c375ba4b03c3fce3adcb7451a1d0e031c8d08b5b6800cfec8d66a5fd53346,,,text/plain; charset=utf-8,224.0
237,1720698967.739161000,192.168.56.102,192.168.56.101,TCP,54,49699,80,,,,,,,,
