,time,source,destination,protocol,length,source_port,destination_port,request_method,response_code,request_uri,data,user_agent,response_phrase,content_type,content_length
27,1725010654.835535000,192.168.56.101,192.168.56.102,TCP,146,80,49697,,,,,,,,
28,1725010654.835620000,192.168.56.101,192.168.56.102,HTTP,60,80,49697,,200,,,,,,
29,1725010654.835631000,192.168.56.102,192.168.56.101,TCP,54,49697,80,,,,,,,,
30,1725010654.835935000,192.168.56.102,192.168.56.101,TCP,54,49697,80,,,,,,,,
31,1725010654.836115000,192.168.56.101,192.168.56.102,TCP,60,80,49697,,,,,,,,
32,1725010659.945425000,0,0,,60,0,0,,,,,,,,
33,1725010659.945443000,0,0,,42,0,0,,,,,,,,
34,1725010706.937328000,192.168.56.102,192.168.56.101,TCP,66,49698,80,,,,,,,,
35,1725010706.937696000,192.168.56.101,192.168.56.102,TCP,66,80,49698,,,,,,,,
36,1725010706.937758000,192.168.56.102,192.168.56.101,TCP,54,49698,80,,,,,,,,
37,1725010706.937798000,192.168.56.102,192.168.56.101,HTTP,216,49698,80,GET,,/scripts/script.js,,python-requests/2.32.3,,,
38,1725010706.938033000,192.168.56.101,192.168.56.102,TCP,60,80,49698,,,,,,,,
39,1725010706.938769000,192.168.56.101,192.168.56.102,TCP,146,80,49698,,,,,,,,
40,1725010706.938916000,192.168.56.101,192.168.56.102,HTTP,60,80,49698,,200,,,,,,
41,1725010706.938925000,192.168.56.102,192.168.56.101,TCP,54,49698,80,,,,,,,,
42,1725010706.939181000,192.168.56.102,192.168.56.101,TCP,54,49698,80,,,,,,,,
43,1725010706.939402000,192.168.56.101,192.168.56.102,TCP,60,80,49698,,,,,,,,
44,1725010708.530468000,192.168.56.102,192.168.56.100,UDP,356,68,67,,,,,,,,
45,1725010708.535274000,192.168.56.100,192.168.56.102,UDP,590,67,68,,,,,,,,
46,1725010708.538524000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
47,1725010708.538583000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
48,1725010708.542918000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
49,1725010708.543101000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
50,1725010708.543375000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
51,1725010708.543418000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
52,1725010708.543569000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
53,1725010708.543718000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
54,1725010708.544395000,192.168.56.102,224.0.0.251,UDP,80,5353,5353,,,,,,,,
55,1725010708.544660000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,100,5353,5353,,,,,,,,
56,1725010708.544975000,192.168.56.102,224.0.0.251,UDP,118,5353,5353,,,,,,,,
57,1725010708.544993000,fe80::9c4f:4e27:e09a:8d13,ff02::1:3,UDP,94,56149,5355,,,,,,,,
58,1725010708.545129000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,138,5353,5353,,,,,,,,
59,1725010708.545202000,192.168.56.102,224.0.0.252,UDP,74,56149,5355,,,,,,,,
60,1725010708.960748000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
61,1725010708.960790000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
62,1725010712.149969000,0,0,,60,0,0,,,,,,,,
63,1725010712.149986000,0,0,,42,0,0,,,,,,,,
64,1725010713.466400000,0,0,,42,0,0,,,,,,,,
65,1725010713.466604000,0,0,,60,0,0,,,,,,,,
66,1725010758.530179000,192.168.56.102,192.168.56.101,TCP,66,49699,80,,,,,,,,
67,1725010758.530510000,192.168.56.101,192.168.56.102,TCP,66,80,49699,,,,,,,,
68,1725010758.530582000,192.168.56.102,192.168.56.101,TCP,54,49699,80,,,,,,,,
69,1725010758.530618000,192.168.56.102,192.168.56.101,HTTP,216,49699,80,GET,,/jscript/script.js,,python-requests/2.32.3,,,
70,1725010758.530899000,192.168.56.101,192.168.56.102,TCP,60,80,49699,,,,,,,,
71,1725010758.531422000,192.168.56.101,192.168.56.102,TCP,146,80,49699,,,,,,,,
72,1725010758.531514000,192.168.56.101,192.168.56.102,HTTP,60,80,49699,,200,,ls,,,,
73,1725010758.531541000,192.168.56.102,192.168.56.101,TCP,54,49699,80,,,,,,,,
74,1725010758.531920000,192.168.56.102,192.168.56.101,TCP,54,49699,80,,,,,,,,
75,1725010758.532157000,192.168.56.101,192.168.56.102,TCP,60,80,49699,,,,,,,,
76,1725010758.536284000,192.168.56.102,192.168.56.101,TCP,66,49700,80,,,,,,,,
77,1725010758.536615000,192.168.56.101,192.168.56.102,TCP,66,80,49700,,,,,,,,
78,1725010758.536662000,192.168.56.102,192.168.56.101,TCP,54,49700,80,,,,,,,,
79,1725010758.536703000,192.168.56.102,192.168.56.101,TCP,282,49700,80,,,,,,,,
80,1725010758.536753000,192.168.56.102,192.168.56.101,HTTP,190,49700,80,POST,,/oauth2/index,data=%5B%27client%27%2C%27data%27%2C%27datasimple%27%2C%27desktop.ini%27%2C%27slimper%27%2C%27test1.pcap%27%2C%27test2.pcap%27%5D,python-requests/2.32.3,,application/x-www-form-urlencoded,136.0
81,1725010758.536854000,192.168.56.101,192.168.56.102,TCP,60,80,49700,,,,,,,,
82,1725010758.537002000,192.168.56.101,192.168.56.102,TCP,60,80,49700,,,,,,,,
83,1725010758.537536000,192.168.56.101,192.168.56.102,TCP,151,80,49700,,,,,,,,
84,1725010758.537712000,192.168.56.101,192.168.56.102,HTTP,60,80,49700,,201,,,,,,
85,1725010758.537720000,192.168.56.102,192.168.56.101,TCP,54,49700,80,,,,,,,,
86,1725010758.537920000,192.168.56.102,192.168.56.101,TCP,54,49700,80,,,,,,,,
87,1725010758.538093000,192.168.56.101,192.168.56.102,TCP,60,80,49700,,,,,,,,
88,1725010763.577569000,0,0,,60,0,0,,,,,,,,
89,1725010763.577596000,0,0,,42,0,0,,,,,,,,
90,1725010809.643688000,192.168.56.102,192.168.56.101,TCP,66,49701,80,,,,,,,,
91,1725010809.644011000,192.168.56.101,192.168.56.102,TCP,66,80,49701,,,,,,,,
92,1725010809.644076000,192.168.56.102,192.168.56.101,TCP,54,49701,80,,,,,,,,
93,1725010809.644115000,192.168.56.102,192.168.56.101,HTTP,215,49701,80,GET,,/scripts/array.js,,python-requests/2.32.3,,,
94,1725010809.644434000,192.168.56.101,192.168.56.102,TCP,60,80,49701,,,,,,,,
95,1725010809.644985000,192.168.56.101,192.168.56.102,TCP,146,80,49701,,,,,,,,
96,1725010809.645094000,192.168.56.101,192.168.56.102,HTTP,60,80,49701,,200,,kill,,,,
97,1725010809.645110000,192.168.56.102,192.168.56.101,TCP,54,49701,80,,,,,,,,
98,1725010809.645375000,192.168.56.102,192.168.56.101,TCP,54,49701,80,,,,,,,,
99,1725010809.645554000,192.168.56.101,192.168.56.102,TCP,60,80,49701,,,,,,,,
100,1725010809.647178000,192.168.56.102,192.168.56.101,TCP,66,49702,80,,,,,,,,
101,1725010809.647369000,192.168.56.101,192.168.56.102,TCP,66,80,49702,,,,,,,,
102,1725010809.647436000,192.168.56.102,192.168.56.101,TCP,54,49702,80,,,,,,,,
103,1725010809.647465000,192.168.56.102,192.168.56.101,HTTP,217,49702,80,GET,,/image/mountain.png,,python-requests/2.32.3,,,
104,1725010809.647632000,192.168.56.101,192.168.56.102,TCP,60,80,49702,,,,,,,,
105,1725010809.648049000,192.168.56.101,192.168.56.102,TCP,146,80,49702,,,,,,,,
106,1725010809.648163000,192.168.56.101,192.168.56.102,HTTP,60,80,49702,,200,,,,,,
107,1725010809.648177000,192.168.56.102,192.168.56.101,TCP,54,49702,80,,,,,,,,
108,1725010809.648421000,192.168.56.102,192.168.56.101,TCP,54,49702,80,,,,,,,,
109,1725010809.648568000,192.168.56.101,192.168.56.102,TCP,60,80,49702,,,,,,,,
110,1725010814.747939000,0,0,,60,0,0,,,,,,,,
111,1725010814.747958000,0,0,,42,0,0,,,,,,,,
112,1725010865.860646000,192.168.56.102,224.0.0.251,UDP,77,5353,5353,,,,,,,,
113,1725010865.860955000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,97,5353,5353,,,,,,,,
114,1725010865.881927000,192.168.56.102,224.0.0.251,UDP,85,5353,5353,,,,,,,,
115,1725010865.882177000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,105,5353,5353,,,,,,,,
116,1725010866.868043000,192.168.56.102,224.0.0.251,UDP,77,5353,5353,,,,,,,,
117,1725010866.868233000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,97,5353,5353,,,,,,,,
118,1725010866.883906000,192.168.56.102,224.0.0.251,UDP,85,5353,5353,,,,,,,,
119,1725010866.884103000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,105,5353,5353,,,,,,,,
120,1725010954.346559000,192.168.56.102,239.255.255.250,UDP,179,61567,1900,,,,,,,,
121,1725010957.350463000,192.168.56.102,239.255.255.250,UDP,179,61567,1900,,,,,,,,
122,1725010960.357775000,192.168.56.102,239.255.255.250,UDP,179,61567,1900,,,,,,,,
123,1725011008.562772000,192.168.56.102,192.168.56.100,UDP,356,68,67,,,,,,,,
124,1725011008.564361000,192.168.56.100,192.168.56.102,UDP,590,67,68,,,,,,,,
125,1725011008.567228000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
126,1725011008.567267000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
127,1725011008.570344000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
128,1725011008.570407000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
129,1725011008.570587000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
130,1725011008.570621000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
131,1725011008.570706000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
132,1725011008.570819000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
133,1725011008.571249000,192.168.56.102,224.0.0.251,UDP,80,5353,5353,,,,,,,,
134,1725011008.571346000,192.168.56.102,224.0.0.251,UDP,118,5353,5353,,,,,,,,
135,1725011008.571408000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,100,5353,5353,,,,,,,,
136,1725011008.571623000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,138,5353,5353,,,,,,,,
137,1725011008.571655000,fe80::9c4f:4e27:e09a:8d13,ff02::1:3,UDP,94,50105,5355,,,,,,,,
138,1725011008.571796000,192.168.56.102,224.0.0.252,UDP,74,50105,5355,,,,,,,,
139,1725011008.957617000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
140,1725011008.957664000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
141,1725011013.453034000,0,0,,42,0,0,,,,,,,,
142,1725011013.453187000,0,0,,60,0,0,,,,,,,,
