,time,source,destination,protocol,length,source_port,destination_port,request_method,response_code,request_uri,data,user_agent,response_phrase,content_type,content_length
22,1725009842.895099000,192.168.56.102,192.168.56.101,TCP,66,49678,80,,,,,,,,
23,1725009842.895509000,192.168.56.101,192.168.56.102,TCP,66,80,49678,,,,,,,,
24,1725009842.895576000,192.168.56.102,192.168.56.101,TCP,54,49678,80,,,,,,,,
25,1725009842.895654000,192.168.56.102,192.168.56.101,HTTP,218,49678,80,GET,,/assets/bootstrap.js,,python-requests/2.32.3,,,
26,1725009842.895855000,192.168.56.101,192.168.56.102,TCP,60,80,49678,,,,,,,,
27,1725009842.896694000,192.168.56.101,192.168.56.102,TCP,146,80,49678,,,,,,,,
28,1725009842.896757000,192.168.56.101,192.168.56.102,HTTP,60,80,49678,,200,,,,,,
29,1725009842.896780000,192.168.56.102,192.168.56.101,TCP,54,49678,80,,,,,,,,
30,1725009842.897894000,192.168.56.102,192.168.56.101,TCP,54,49678,80,,,,,,,,
31,1725009842.898022000,192.168.56.101,192.168.56.102,TCP,60,80,49678,,,,,,,,
32,1725009848.001103000,0,0,,60,0,0,,,,,,,,
33,1725009848.001118000,0,0,,42,0,0,,,,,,,,
34,1725009894.508852000,192.168.56.102,192.168.56.101,TCP,66,49679,80,,,,,,,,
35,1725009894.509161000,192.168.56.101,192.168.56.102,TCP,66,80,49679,,,,,,,,
36,1725009894.509224000,192.168.56.102,192.168.56.101,TCP,54,49679,80,,,,,,,,
37,1725009894.509282000,192.168.56.102,192.168.56.101,HTTP,213,49679,80,GET,,/jscript/app.js,,python-requests/2.32.3,,,
38,1725009894.509450000,192.168.56.101,192.168.56.102,TCP,60,80,49679,,,,,,,,
39,1725009894.510003000,192.168.56.101,192.168.56.102,TCP,146,80,49679,,,,,,,,
40,1725009894.510271000,192.168.56.101,192.168.56.102,HTTP,60,80,49679,,200,,,,,,
41,1725009894.510283000,192.168.56.102,192.168.56.101,TCP,54,49679,80,,,,,,,,
42,1725009894.510549000,192.168.56.102,192.168.56.101,TCP,54,49679,80,,,,,,,,
43,1725009894.510682000,192.168.56.101,192.168.56.102,TCP,60,80,49679,,,,,,,,
44,1725009899.689049000,0,0,,60,0,0,,,,,,,,
45,1725009899.689064000,0,0,,42,0,0,,,,,,,,
46,1725009922.852150000,fe80::a3a5:d549:98af:516d,ff02::2,,62,0,0,,,,,,,,
47,1725009944.618679000,192.168.56.102,192.168.56.101,TCP,66,49680,80,,,,,,,,
48,1725009944.618987000,192.168.56.101,192.168.56.102,TCP,66,80,49680,,,,,,,,
49,1725009944.619048000,192.168.56.102,192.168.56.101,TCP,54,49680,80,,,,,,,,
50,1725009944.619107000,192.168.56.102,192.168.56.101,HTTP,223,49680,80,GET,,/scripts/bootstrap.min.js,,python-requests/2.32.3,,,
51,1725009944.619394000,192.168.56.101,192.168.56.102,TCP,60,80,49680,,,,,,,,
52,1725009944.619779000,192.168.56.101,192.168.56.102,TCP,146,80,49680,,,,,,,,
53,1725009944.619840000,192.168.56.101,192.168.56.102,HTTP,60,80,49680,,200,,ls,,,,
54,1725009944.619850000,192.168.56.102,192.168.56.101,TCP,54,49680,80,,,,,,,,
55,1725009944.620378000,192.168.56.102,192.168.56.101,TCP,54,49680,80,,,,,,,,
56,1725009944.620564000,192.168.56.101,192.168.56.102,TCP,60,80,49680,,,,,,,,
57,1725009944.628180000,192.168.56.102,192.168.56.101,TCP,66,49681,80,,,,,,,,
58,1725009944.628392000,192.168.56.101,192.168.56.102,TCP,66,80,49681,,,,,,,,
59,1725009944.628460000,192.168.56.102,192.168.56.101,TCP,54,49681,80,,,,,,,,
60,1725009944.628526000,192.168.56.102,192.168.56.101,TCP,285,49681,80,,,,,,,,
61,1725009944.628553000,192.168.56.102,192.168.56.101,HTTP,190,49681,80,POST,,/upload/register,data=%5B%27client%27%2C%27data%27%2C%27datasimple%27%2C%27desktop.ini%27%2C%27slimper%27%2C%27test1.pcap%27%2C%27test2.pcap%27%5D,python-requests/2.32.3,,application/x-www-form-urlencoded,136.0
62,1725009944.628786000,192.168.56.101,192.168.56.102,TCP,60,80,49681,,,,,,,,
63,1725009944.628786000,192.168.56.101,192.168.56.102,TCP,60,80,49681,,,,,,,,
64,1725009944.629130000,192.168.56.101,192.168.56.102,TCP,151,80,49681,,,,,,,,
65,1725009944.629501000,192.168.56.101,192.168.56.102,HTTP,60,80,49681,,201,,,,,,
66,1725009944.629516000,192.168.56.102,192.168.56.101,TCP,54,49681,80,,,,,,,,
67,1725009944.629654000,192.168.56.102,192.168.56.101,TCP,54,49681,80,,,,,,,,
68,1725009944.629861000,192.168.56.101,192.168.56.102,TCP,60,80,49681,,,,,,,,
69,1725009949.842343000,0,0,,60,0,0,,,,,,,,
70,1725009949.842361000,0,0,,42,0,0,,,,,,,,
71,1725009959.748767000,192.168.56.102,224.0.0.251,UDP,77,5353,5353,,,,,,,,
72,1725009959.749014000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,97,5353,5353,,,,,,,,
73,1725009959.756237000,192.168.56.102,224.0.0.251,UDP,85,5353,5353,,,,,,,,
74,1725009959.756454000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,105,5353,5353,,,,,,,,
75,1725009960.749616000,192.168.56.102,224.0.0.251,UDP,77,5353,5353,,,,,,,,
76,1725009960.749908000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,97,5353,5353,,,,,,,,
77,1725009960.750204000,192.168.56.102,224.0.0.251,UDP,85,5353,5353,,,,,,,,
78,1725009960.750437000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,105,5353,5353,,,,,,,,
79,1725009996.234786000,192.168.56.102,192.168.56.101,TCP,66,49682,80,,,,,,,,
80,1725009996.235156000,192.168.56.101,192.168.56.102,TCP,66,80,49682,,,,,,,,
81,1725009996.235211000,192.168.56.102,192.168.56.101,TCP,54,49682,80,,,,,,,,
82,1725009996.235271000,192.168.56.102,192.168.56.101,HTTP,215,49682,80,GET,,/assets/script.js,,python-requests/2.32.3,,,
83,1725009996.235519000,192.168.56.101,192.168.56.102,TCP,60,80,49682,,,,,,,,
84,1725009996.235992000,192.168.56.101,192.168.56.102,TCP,146,80,49682,,,,,,,,
85,1725009996.236061000,192.168.56.101,192.168.56.102,HTTP,60,80,49682,,200,,,,,,
86,1725009996.236075000,192.168.56.102,192.168.56.101,TCP,54,49682,80,,,,,,,,
87,1725009996.236465000,192.168.56.102,192.168.56.101,TCP,54,49682,80,,,,,,,,
88,1725009996.236677000,192.168.56.101,192.168.56.102,TCP,60,80,49682,,,,,,,,
89,1725010001.270673000,0,0,,60,0,0,,,,,,,,
90,1725010001.270698000,0,0,,42,0,0,,,,,,,,
91,1725010047.349132000,192.168.56.102,192.168.56.101,TCP,66,49683,80,,,,,,,,
92,1725010047.349487000,192.168.56.101,192.168.56.102,TCP,66,80,49683,,,,,,,,
93,1725010047.349542000,192.168.56.102,192.168.56.101,TCP,54,49683,80,,,,,,,,
94,1725010047.349613000,192.168.56.102,192.168.56.101,HTTP,218,49683,80,GET,,/jscript/backbone.js,,python-requests/2.32.3,,,
95,1725010047.349753000,192.168.56.101,192.168.56.102,TCP,60,80,49683,,,,,,,,
96,1725010047.350377000,192.168.56.101,192.168.56.102,TCP,146,80,49683,,,,,,,,
97,1725010047.350377000,192.168.56.101,192.168.56.102,HTTP,60,80,49683,,200,,kill,,,,
98,1725010047.350417000,192.168.56.102,192.168.56.101,TCP,54,49683,80,,,,,,,,
99,1725010047.350952000,192.168.56.102,192.168.56.101,TCP,54,49683,80,,,,,,,,
100,1725010047.351158000,192.168.56.101,192.168.56.102,TCP,60,80,49683,,,,,,,,
101,1725010047.353187000,192.168.56.102,192.168.56.101,TCP,66,49684,80,,,,,,,,
102,1725010047.353425000,192.168.56.101,192.168.56.102,TCP,66,80,49684,,,,,,,,
103,1725010047.353472000,192.168.56.102,192.168.56.101,TCP,54,49684,80,,,,,,,,
104,1725010047.353526000,192.168.56.102,192.168.56.101,HTTP,220,49684,80,GET,,/static/background.png,,python-requests/2.32.3,,,
105,1725010047.353707000,192.168.56.101,192.168.56.102,TCP,60,80,49684,,,,,,,,
106,1725010047.354123000,192.168.56.101,192.168.56.102,TCP,146,80,49684,,,,,,,,
107,1725010047.354204000,192.168.56.101,192.168.56.102,HTTP,60,80,49684,,200,,,,,,
108,1725010047.354216000,192.168.56.102,192.168.56.101,TCP,54,49684,80,,,,,,,,
109,1725010047.354615000,192.168.56.102,192.168.56.101,TCP,54,49684,80,,,,,,,,
110,1725010047.354788000,192.168.56.101,192.168.56.102,TCP,60,80,49684,,,,,,,,
111,1725010052.463121000,0,0,,60,0,0,,,,,,,,
112,1725010052.463136000,0,0,,42,0,0,,,,,,,,
