,time,source,destination,protocol,length,source_port,destination_port,request_method,response_code,request_uri,data,user_agent,response_phrase,content_type,content_length
27,1725010108.122438000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,138,5353,5353,,,,,,,,
28,1725010108.571722000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
29,1725010108.571775000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
30,1725010113.078600000,0,0,,42,0,0,,,,,,,,
31,1725010113.078804000,0,0,,60,0,0,,,,,,,,
32,1725010142.949519000,192.168.56.102,192.168.56.101,TCP,66,49687,80,,,,,,,,
33,1725010142.949797000,192.168.56.101,192.168.56.102,TCP,66,80,49687,,,,,,,,
34,1725010142.949867000,192.168.56.102,192.168.56.101,TCP,54,49687,80,,,,,,,,
35,1725010142.949919000,192.168.56.102,192.168.56.101,HTTP,213,49687,80,GET,,/jscript/app.js,,python-requests/2.32.3,,,
36,1725010142.950126000,192.168.56.101,192.168.56.102,TCP,60,80,49687,,,,,,,,
37,1725010142.950611000,192.168.56.101,192.168.56.102,TCP,146,80,49687,,,,,,,,
38,1725010142.950711000,192.168.56.101,192.168.56.102,HTTP,60,80,49687,,200,,,,,,
39,1725010142.950720000,192.168.56.102,192.168.56.101,TCP,54,49687,80,,,,,,,,
40,1725010142.951230000,192.168.56.102,192.168.56.101,TCP,54,49687,80,,,,,,,,
41,1725010142.951397000,192.168.56.101,192.168.56.102,TCP,60,80,49687,,,,,,,,
42,1725010148.074111000,0,0,,60,0,0,,,,,,,,
43,1725010148.074132000,0,0,,42,0,0,,,,,,,,
44,1725010194.046097000,192.168.56.102,192.168.56.101,TCP,66,49688,80,,,,,,,,
45,1725010194.046420000,192.168.56.101,192.168.56.102,TCP,66,80,49688,,,,,,,,
46,1725010194.046475000,192.168.56.102,192.168.56.101,TCP,54,49688,80,,,,,,,,
47,1725010194.046513000,192.168.56.102,192.168.56.101,HTTP,223,49688,80,GET,,/scripts/bootstrap.min.js,,python-requests/2.32.3,,,
48,1725010194.046753000,192.168.56.101,192.168.56.102,TCP,60,80,49688,,,,,,,,
49,1725010194.047286000,192.168.56.101,192.168.56.102,TCP,146,80,49688,,,,,,,,
50,1725010194.047396000,192.168.56.101,192.168.56.102,HTTP,60,80,49688,,200,,,,,,
51,1725010194.047405000,192.168.56.102,192.168.56.101,TCP,54,49688,80,,,,,,,,
52,1725010194.047771000,192.168.56.102,192.168.56.101,TCP,54,49688,80,,,,,,,,
53,1725010194.047981000,192.168.56.101,192.168.56.102,TCP,60,80,49688,,,,,,,,
54,1725010199.244092000,0,0,,60,0,0,,,,,,,,
55,1725010199.244108000,0,0,,42,0,0,,,,,,,,
56,1725010245.149114000,192.168.56.102,192.168.56.101,TCP,66,49689,80,,,,,,,,
57,1725010245.149416000,192.168.56.101,192.168.56.102,TCP,66,80,49689,,,,,,,,
58,1725010245.149486000,192.168.56.102,192.168.56.101,TCP,54,49689,80,,,,,,,,
59,1725010245.149522000,192.168.56.102,192.168.56.101,HTTP,216,49689,80,GET,,/scripts/script.js,,python-requests/2.32.3,,,
60,1725010245.149725000,192.168.56.101,192.168.56.102,TCP,60,80,49689,,,,,,,,
61,1725010245.150173000,192.168.56.101,192.168.56.102,TCP,146,80,49689,,,,,,,,
62,1725010245.150244000,192.168.56.101,192.168.56.102,HTTP,60,80,49689,,200,,,,,,
63,1725010245.150261000,192.168.56.102,192.168.56.101,TCP,54,49689,80,,,,,,,,
64,1725010245.150589000,192.168.56.102,192.168.56.101,TCP,54,49689,80,,,,,,,,
65,1725010245.150765000,192.168.56.101,192.168.56.102,TCP,60,80,49689,,,,,,,,
66,1725010247.390015000,fe80::800:27ff:fe00:0,ff02::2,,70,0,0,,,,,,,,
67,1725010250.164011000,0,0,,60,0,0,,,,,,,,
68,1725010250.164026000,0,0,,42,0,0,,,,,,,,
69,1725010261.442364000,192.168.56.102,224.0.0.251,UDP,77,5353,5353,,,,,,,,
70,1725010261.442546000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,97,5353,5353,,,,,,,,
71,1725010261.447111000,192.168.56.102,224.0.0.251,UDP,85,5353,5353,,,,,,,,
72,1725010261.447259000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,105,5353,5353,,,,,,,,
73,1725010262.454625000,192.168.56.102,224.0.0.251,UDP,85,5353,5353,,,,,,,,
74,1725010262.454867000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,105,5353,5353,,,,,,,,
75,1725010262.455120000,192.168.56.102,224.0.0.251,UDP,77,5353,5353,,,,,,,,
76,1725010262.455326000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,97,5353,5353,,,,,,,,
77,1725010296.239844000,192.168.56.102,192.168.56.101,TCP,66,49690,80,,,,,,,,
78,1725010296.240137000,192.168.56.101,192.168.56.102,TCP,66,80,49690,,,,,,,,
79,1725010296.240194000,192.168.56.102,192.168.56.101,TCP,54,49690,80,,,,,,,,
80,1725010296.240239000,192.168.56.102,192.168.56.101,HTTP,215,49690,80,GET,,/assets/script.js,,python-requests/2.32.3,,,
81,1725010296.240383000,192.168.56.101,192.168.56.102,TCP,60,80,49690,,,,,,,,
82,1725010296.240911000,192.168.56.101,192.168.56.102,TCP,146,80,49690,,,,,,,,
83,1725010296.241010000,192.168.56.101,192.168.56.102,HTTP,60,80,49690,,200,,,,,,
84,1725010296.241018000,192.168.56.102,192.168.56.101,TCP,54,49690,80,,,,,,,,
85,1725010296.241275000,192.168.56.102,192.168.56.101,TCP,54,49690,80,,,,,,,,
86,1725010296.241421000,192.168.56.101,192.168.56.102,TCP,60,80,49690,,,,,,,,
87,1725010301.455301000,0,0,,60,0,0,,,,,,,,
88,1725010301.455318000,0,0,,42,0,0,,,,,,,,
89,1725010308.781787000,fe80::800:27ff:fe00:0,ff02::fb,UDP,107,5353,5353,,,,,,,,
90,1725010308.781904000,192.168.56.1,224.0.0.251,UDP,87,5353,5353,,,,,,,,
91,1725010347.337122000,192.168.56.102,192.168.56.101,TCP,66,49691,80,,,,,,,,
92,1725010347.337377000,192.168.56.101,192.168.56.102,TCP,66,80,49691,,,,,,,,
93,1725010347.337435000,192.168.56.102,192.168.56.101,TCP,54,49691,80,,,,,,,,
94,1725010347.337479000,192.168.56.102,192.168.56.101,HTTP,218,49691,80,GET,,/jscript/backbone.js,,python-requests/2.32.3,,,
95,1725010347.337661000,192.168.56.101,192.168.56.102,TCP,60,80,49691,,,,,,,,
96,1725010347.338146000,192.168.56.101,192.168.56.102,TCP,146,80,49691,,,,,,,,
97,1725010347.338146000,192.168.56.101,192.168.56.102,HTTP,60,80,49691,,200,,,,,,
98,1725010347.338167000,192.168.56.102,192.168.56.101,TCP,54,49691,80,,,,,,,,
99,1725010347.338518000,192.168.56.102,192.168.56.101,TCP,54,49691,80,,,,,,,,
100,1725010347.338689000,192.168.56.101,192.168.56.102,TCP,60,80,49691,,,,,,,,
101,1725010352.590886000,0,0,,60,0,0,,,,,,,,
102,1725010352.590903000,0,0,,42,0,0,,,,,,,,
103,1725010397.935196000,192.168.56.102,192.168.56.101,TCP,66,49692,80,,,,,,,,
104,1725010397.935481000,192.168.56.101,192.168.56.102,TCP,66,80,49692,,,,,,,,
105,1725010397.935538000,192.168.56.102,192.168.56.101,TCP,54,49692,80,,,,,,,,
106,1725010397.935571000,192.168.56.102,192.168.56.101,HTTP,217,49692,80,GET,,/assets/backbone.js,,python-requests/2.32.3,,,
107,1725010397.935749000,192.168.56.101,192.168.56.102,TCP,60,80,49692,,,,,,,,
108,1725010397.936304000,192.168.56.101,192.168.56.102,TCP,146,80,49692,,,,,,,,
109,1725010397.936366000,192.168.56.101,192.168.56.102,HTTP,60,80,49692,,200,,,,,,
110,1725010397.936382000,192.168.56.102,192.168.56.101,TCP,54,49692,80,,,,,,,,
111,1725010397.936671000,192.168.56.102,192.168.56.101,TCP,54,49692,80,,,,,,,,
112,1725010397.936836000,192.168.56.101,192.168.56.102,TCP,60,80,49692,,,,,,,,
113,1725010403.182059000,0,0,,60,0,0,,,,,,,,
114,1725010403.182079000,0,0,,42,0,0,,,,,,,,
115,1725010408.127299000,192.168.56.102,192.168.56.100,UDP,356,68,67,,,,,,,,
116,1725010408.128943000,192.168.56.100,192.168.56.102,UDP,590,67,68,,,,,,,,
117,1725010408.131145000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
118,1725010408.131174000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
119,1725010408.134158000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
120,1725010408.134302000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
121,1725010408.134752000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
122,1725010408.134778000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
123,1725010408.134884000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
124,1725010408.135025000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
125,1725010408.135683000,192.168.56.102,224.0.0.251,UDP,80,5353,5353,,,,,,,,
126,1725010408.135887000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,100,5353,5353,,,,,,,,
127,1725010408.136094000,192.168.56.102,224.0.0.251,UDP,118,5353,5353,,,,,,,,
128,1725010408.136232000,fe80::9c4f:4e27:e09a:8d13,ff02::1:3,UDP,94,61111,5355,,,,,,,,
129,1725010408.136274000,fe80::9c4f:4e27:e09a:8d13,ff02::fb,UDP,138,5353,5353,,,,,,,,
130,1725010408.136322000,192.168.56.102,224.0.0.252,UDP,74,61111,5355,,,,,,,,
131,1725010408.573513000,192.168.56.102,224.0.0.22,,54,0,0,,,,,,,,
132,1725010408.573550000,fe80::9c4f:4e27:e09a:8d13,ff02::16,,90,0,0,,,,,,,,
133,1725010413.080324000,0,0,,42,0,0,,,,,,,,
134,1725010413.080528000,0,0,,60,0,0,,,,,,,,
135,1725010450.027623000,192.168.56.102,192.168.56.101,TCP,66,49693,80,,,,,,,,
136,1725010450.027972000,192.168.56.101,192.168.56.102,TCP,66,80,49693,,,,,,,,
137,1725010450.028037000,192.168.56.102,192.168.56.101,TCP,54,49693,80,,,,,,,,
138,1725010450.028077000,192.168.56.102,192.168.56.101,HTTP,223,49693,80,GET,,/javascripts/bootstrap.js,,python-requests/2.32.3,,,
139,1725010450.028235000,192.168.56.101,192.168.56.102,TCP,60,80,49693,,,,,,,,
140,1725010450.028787000,192.168.56.101,192.168.56.102,TCP,146,80,49693,,,,,,,,
141,1725010450.028837000,192.168.56.101,192.168.56.102,HTTP,60,80,49693,,200,,,,,,
142,1725010450.028845000,192.168.56.102,192.168.56.101,TCP,54,49693,80,,,,,,,,
143,1725010450.029164000,192.168.56.102,192.168.56.101,TCP,54,49693,80,,,,,,,,
144,1725010450.029321000,192.168.56.101,192.168.56.102,TCP,60,80,49693,,,,,,,,
145,1725010455.120121000,0,0,,60,0,0,,,,,,,,
146,1725010455.120146000,0,0,,42,0,0,,,,,,,,
147,1725010501.628163000,192.168.56.102,192.168.56.101,TCP,66,49694,80,,,,,,,,
148,1725010501.628508000,192.168.56.101,192.168.56.102,TCP,66,80,49694,,,,,,,,
149,1725010501.628567000,192.168.56.102,192.168.56.101,TCP,54,49694,80,,,,,,,,
150,1725010501.628609000,192.168.56.102,192.168.56.101,HTTP,218,49694,80,GET,,/assets/bootstrap.js,,python-requests/2.32.3,,,
151,1725010501.628885000,192.168.56.101,192.168.56.102,TCP,60,80,49694,,,,,,,,
152,1725010501.629689000,192.168.56.101,192.168.56.102,TCP,146,80,49694,,,,,,,,
153,1725010501.629689000,192.168.56.101,192.168.56.102,HTTP,60,80,49694,,200,,,,,,
154,1725010501.629714000,192.168.56.102,192.168.56.101,TCP,54,49694,80,,,,,,,,
155,1725010501.630072000,192.168.56.102,192.168.56.101,TCP,54,49694,80,,,,,,,,
156,1725010501.630278000,192.168.56.101,192.168.56.102,TCP,60,80,49694,,,,,,,,
157,1725010506.802250000,0,0,,60,0,0,,,,,,,,
158,1725010506.802266000,0,0,,42,0,0,,,,,,,,
